datetime,open,high,low,close,volume
2025-07-20 16:00:00,3785.9,3794.2,3768.33,3775.73,1875.3356452
2025-07-20 16:15:00,3775.9,3790.95,3763.06,3790.95,1622.0367664
2025-07-20 16:30:00,3790.96,3815.59,3786.13,3811.07,2251.6755234
2025-07-20 16:45:00,3810.89,3824.04,3803.93,3809.01,1576.3446086
2025-07-20 17:00:00,3809.01,3809.01,3767.27,3775.26,2582.2833892
2025-07-20 17:15:00,3776.31,3786.71,3764.39,3773.78,850.6703326
2025-07-20 17:30:00,3773.79,3782.42,3747.63,3758.14,1912.6581216
2025-07-20 17:45:00,3758.73,3758.73,3730.95,3738.23,1910.6954592
2025-07-20 18:00:00,3738.92,3757.4,3738.75,3746.42,1023.5397408
2025-07-20 18:15:00,3746.84,3755.48,3731.13,3750.17,1173.86105506
2025-07-20 18:30:00,3749.98,3750.77,3740.0,3746.76,766.0535401
2025-07-20 18:45:00,3746.51,3756.12,3746.51,3750.04,635.1064442
2025-07-20 19:00:00,3750.05,3760.43,3744.94,3759.51,991.521407
2025-07-20 19:15:00,3758.97,3763.86,3753.6,3761.51,886.35709454
2025-07-20 19:30:00,3761.52,3773.0,3757.08,3761.49,944.4445516
2025-07-20 19:45:00,3761.86,3767.82,3748.49,3749.93,845.8393288
2025-07-20 20:00:00,3749.83,3753.07,3716.98,3736.73,2679.5337717
2025-07-20 20:15:00,3737.2,3742.75,3730.85,3739.37,691.0111576
2025-07-20 20:30:00,3738.82,3747.7,3737.6,3747.7,655.4086569
2025-07-20 20:45:00,3747.7,3754.23,3738.79,3740.14,618.460157
2025-07-20 21:00:00,3740.14,3740.4,3727.87,3735.14,1038.4973542
2025-07-20 21:15:00,3734.86,3765.69,3731.58,3760.52,1109.6110836
2025-07-20 21:30:00,3760.03,3767.94,3751.42,3763.27,787.8642569
2025-07-20 21:45:00,3763.0,3772.42,3761.48,3770.12,720.2154115
2025-07-20 22:00:00,3770.11,3771.32,3716.17,3723.06,1328.2901294
2025-07-20 22:15:00,3723.02,3733.01,3681.75,3727.2,3636.10934302
2025-07-20 22:30:00,3727.18,3751.84,3711.98,3751.45,1449.1307269
2025-07-20 22:45:00,3751.44,3760.19,3745.7,3746.93,1147.8926012
2025-07-20 23:00:00,3747.31,3747.98,3734.61,3745.51,1007.6986809
2025-07-20 23:15:00,3745.5,3755.92,3741.41,3743.47,589.8827548
2025-07-20 23:30:00,3743.94,3768.01,3733.7,3759.32,1097.9948717
2025-07-20 23:45:00,3759.01,3767.61,3752.88,3756.99,845.47076994
2025-07-21 00:00:00,3756.88,3756.89,3731.53,3732.28,1114.3066197
2025-07-21 00:15:00,3732.8,3735.27,3709.19,3730.08,1424.0706157
2025-07-21 00:30:00,3730.08,3735.29,3713.68,3729.22,953.1458928
2025-07-21 00:45:00,3729.2,3747.0,3722.49,3746.68,1042.9887513
2025-07-21 01:00:00,3746.67,3753.24,3737.45,3738.7,839.8072262
2025-07-21 01:15:00,3739.26,3744.23,3721.9,3729.15,836.8066401
2025-07-21 01:30:00,3729.24,3733.29,3701.36,3710.32,1082.6644905
2025-07-21 01:45:00,3710.11,3726.31,3706.01,3723.81,807.0828595
2025-07-21 02:00:00,3723.81,3738.26,3722.69,3732.6,890.8747372
2025-07-21 02:15:00,3732.64,3745.55,3722.22,3741.03,902.67742367
2025-07-21 02:30:00,3741.03,3748.95,3733.72,3744.09,765.5855703
2025-07-21 02:45:00,3744.09,3749.56,3736.3,3743.28,560.8791554
2025-07-21 03:00:00,3743.51,3764.46,3743.51,3758.71,1041.8248107
2025-07-21 03:15:00,3758.51,3766.1,3755.36,3759.35,614.9561319
2025-07-21 03:30:00,3759.19,3759.91,3749.27,3755.12,596.2005257
2025-07-21 03:45:00,3755.13,3757.19,3749.27,3757.18,423.1325461
2025-07-21 04:00:00,3757.19,3762.87,3755.61,3762.87,605.3705061
2025-07-21 04:15:00,3763.12,3779.3,3753.59,3769.56,1580.757471
2025-07-21 04:30:00,3769.55,3777.86,3764.42,3775.24,890.6862673
2025-07-21 04:45:00,3775.24,3775.24,3760.84,3761.63,752.8732206
2025-07-21 05:00:00,3761.63,3764.19,3750.98,3754.62,611.0195651
2025-07-21 05:15:00,3754.62,3756.43,3747.56,3755.3,581.5253117
2025-07-21 05:30:00,3755.29,3773.13,3754.64,3769.48,728.2422169
2025-07-21 05:45:00,3769.48,3783.86,3767.36,3782.3,1074.4766868
2025-07-21 06:00:00,3782.31,3787.95,3776.49,3786.34,1105.2576738
2025-07-21 06:15:00,3786.33,3812.0,3783.86,3802.99,1466.009186
2025-07-21 06:30:00,3803.36,3803.53,3781.66,3784.53,2339.8055763
2025-07-21 06:45:00,3784.52,3797.03,3781.13,3786.97,1400.9541499
2025-07-21 07:00:00,3786.96,3805.0,3786.95,3794.89,929.3668896
2025-07-21 07:15:00,3794.89,3811.44,3790.14,3800.66,1809.6772389
2025-07-21 07:30:00,3800.64,3800.9,3786.99,3788.33,450.3601269
2025-07-21 07:45:00,3788.34,3790.8,3780.25,3787.68,514.4080234
2025-07-21 08:00:00,3787.69,3799.87,3784.91,3796.49,597.561859
2025-07-21 08:15:00,3796.49,3804.37,3790.6,3800.35,478.5694357
2025-07-21 08:30:00,3800.35,3811.26,3787.0,3789.64,1192.8548424
2025-07-21 08:45:00,3788.87,3792.97,3762.9,3777.6,1266.7476864
2025-07-21 09:00:00,3777.61,3785.44,3772.51,3780.74,736.2724423
2025-07-21 09:15:00,3780.76,3782.47,3771.69,3772.84,598.4494474
2025-07-21 09:30:00,3772.91,3778.58,3755.87,3765.22,1074.5854224
2025-07-21 09:45:00,3765.23,3772.87,3760.57,3772.09,610.6518785
2025-07-21 10:00:00,3772.09,3781.8,3768.69,3781.8,661.0176353
2025-07-21 10:15:00,3781.8,3785.92,3770.88,3773.21,725.9017221
2025-07-21 10:30:00,3773.21,3797.46,3769.37,3795.35,755.9526243
2025-07-21 10:45:00,3795.35,3821.65,3794.28,3810.92,1879.3441751
2025-07-21 11:00:00,3810.72,3812.69,3791.52,3806.55,827.8057023
2025-07-21 11:15:00,3806.16,3830.74,3800.32,3819.68,1037.7155272
2025-07-21 11:30:00,3819.68,3836.57,3811.8,3812.65,1240.1695836
2025-07-21 11:45:00,3812.37,3839.5,3807.51,3808.96,2036.3215248
2025-07-21 12:00:00,3808.96,3818.22,3793.19,3803.62,1307.8582849
2025-07-21 12:15:00,3803.62,3818.39,3802.52,3814.88,626.9292222
2025-07-21 12:30:00,3815.02,3820.0,3804.54,3816.65,1035.2979474
2025-07-21 12:45:00,3816.33,3826.02,3809.26,3810.8,720.7452687
2025-07-21 13:00:00,3810.8,3816.14,3776.05,3776.73,1694.39372234
2025-07-21 13:15:00,3776.73,3790.51,3776.07,3789.12,861.7622309
2025-07-21 13:30:00,3789.41,3814.35,3787.89,3807.2,1526.2570037
2025-07-21 13:45:00,3807.63,3823.62,3806.91,3819.44,1416.20919795
2025-07-21 14:00:00,3819.64,3824.15,3795.25,3809.94,1122.6570411
2025-07-21 14:15:00,3809.59,3844.3,3809.59,3835.11,1876.7377081
